,sctg2,rmse,iter_count,top_rop,top_attr,top_orig,top_dest,threshold
577,28,7508.099390428879,23,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
578,28,7508.099390428879,24,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
579,29,5298.321300350456,1,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
580,29,5298.321300350456,2,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
581,29,5298.321300350456,3,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
582,29,5298.321300350456,4,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
583,29,5298.321300350456,5,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
584,29,5298.321300350456,6,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
585,29,5298.321300350456,7,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
586,29,5298.321300350456,8,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
587,29,5298.321300350456,9,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
588,29,5298.321300350456,10,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
589,29,5298.321300350456,11,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
590,29,5298.321300350456,12,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
591,29,5298.321300350456,13,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
592,29,5298.321300350456,14,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
593,29,5298.321300350456,15,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
594,29,5298.321300350456,16,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
595,29,5298.321300350456,17,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
596,29,5298.321300350456,18,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
597,29,5298.321300350456,19,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
598,29,5298.321300350456,20,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
599,29,5298.321300350456,21,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
600,29,5298.321300350456,22,"[121030244122.0, 120950189005.0, 120860016021.0, 120860090102.0, 121050117321.0, 120110104021.0, 120950169072.0, 120310143381.0, 120860099042.0, 121050115012.0]","[120950189005.0, 121170219011.0, 120010022173.0, 120950169031.0, 120110406012.0, 120990076073.0, 120010012032.0, 120950170172.0, 120090647005.0, 121030244122.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
