,sctg2,rmse,iter_count,top_rop,top_attr,top_orig,top_dest,threshold
531,27,4736.549133804316,1,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
532,27,4736.549133804316,2,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
533,27,4736.549133804316,3,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
534,27,4736.549133804316,4,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
535,27,4736.549133804316,5,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
536,27,4736.549133804316,6,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
537,27,4736.549133804316,7,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
538,27,4736.549133804316,8,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
539,27,4736.549133804316,9,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
540,27,4736.549133804316,10,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
541,27,4736.549133804316,11,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
542,27,4736.549133804316,12,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
543,27,4736.549133804316,13,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
544,27,4736.549133804316,14,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
545,27,4736.549133804316,15,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
546,27,4736.549133804316,16,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
547,27,4736.549133804316,17,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
548,27,4736.549133804316,18,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
549,27,4736.549133804316,19,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
550,27,4736.549133804316,20,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
551,27,4736.549133804316,21,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
552,27,4736.549133804316,22,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
553,27,4736.549133804316,23,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
554,27,4736.549133804316,24,"[120310118003.0, 120310103011.0, 121079508002.0, 120310102021.0, 120330037001.0, 121239503006.0, 121170210001.0, 120310143381.0, 120860016021.0, 120110304011.0]","[120310118003.0, 120330037001.0, 121239503006.0, 120310103011.0, 121079508002.0, 121170210001.0, 120310102021.0, 120860016021.0, 120110304011.0, 120860090102.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
555,28,7508.099390428879,1,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
556,28,7508.099390428879,2,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
557,28,7508.099390428879,3,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
558,28,7508.099390428879,4,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
559,28,7508.099390428879,5,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
560,28,7508.099390428879,6,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
561,28,7508.099390428879,7,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
562,28,7508.099390428879,8,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
563,28,7508.099390428879,9,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
564,28,7508.099390428879,10,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
565,28,7508.099390428879,11,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
566,28,7508.099390428879,12,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
567,28,7508.099390428879,13,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
568,28,7508.099390428879,14,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
569,28,7508.099390428879,15,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
570,28,7508.099390428879,16,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
571,28,7508.099390428879,17,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
572,28,7508.099390428879,18,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
573,28,7508.099390428879,19,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
574,28,7508.099390428879,20,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
575,28,7508.099390428879,21,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
576,28,7508.099390428879,22,"[120310139021.0, 120950169072.0, 120860016021.0, 120860090102.0, 120110104021.0, 120950145031.0, 121270808031.0, 121030250043.0, 120110508003.0, 121030251191.0]","[120310139021.0, 121170219011.0, 120950169031.0, 120950170172.0, 120010022173.0, 120190306002.0, 120110406012.0, 120990076073.0, 121030225023.0, 120010012032.0]","[121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051, 121170221051]","[121170221051, 120710104093, 120710104104, 120710104103, 120860003071, 120950147031, 120330036144, 120339900000, 120710104041, 120710104042]",1000
